,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
14470,928110,928110,UNKNOWN,71308.0,Practice,A,ARRANGED -,MTWRF,ARR Christie Clinic,"Richards, VVan Orman, C",CLE 714,Ambulatory Cardiology,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/714.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14472,928112,928112,UNKNOWN,71391.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 745,Oral & Maxillofacial Surgery II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/745.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14474,928114,928114,UNKNOWN,71393.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 733,Neurosurgery II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/733.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14476,928116,928116,UNKNOWN,71320.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 778,Imaging in Critical Care,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/778.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14478,928118,928118,UNKNOWN,71305.0,Practice,A,ARRANGED -,MTWRF,ARR Christie Clinic,"Richards, VVan Orman, C",CLE 704,Dermatology,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/704.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14480,928120,928120,UNKNOWN,71229.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 645,Internal Medicine Clerkship,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/645.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14484,928124,928124,UNKNOWN,71318.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 776,Diagnostic Radiology and Non-Cardiac Nuclear Medicine,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/776.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14486,928126,928126,UNKNOWN,71316.0,Practice,A,ARRANGED -,MTWRF,,"Richards, VVan Orman, C",CLE 774,Simulated Clinical Ultrasound,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/774.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14488,928128,928128,UNKNOWN,71326.0,Practice,A,ARRANGED -,MTWRF,ARR Carle Foundation Hospital,"Richards, VVan Orman, C",CLE 784,Pediatric Surgery,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLE/784.html,2021,spring,CLE,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14490,928130,928130,UNKNOWN,73209.0,Online,AL1,ARRANGED -,,,"Hauber, M",IB 210,The Biology of Sex: From Molecules to Societies,3,['NST'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/210.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14500,928140,928140,UNKNOWN,34688.0,Online,A1,04:00 PM - 04:50 PM,M,,"Hanks, L",IB 526,Seminar in Entomology,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/526.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14506,928146,928146,UNKNOWN,64885.0,Laboratory,A,02:00 PM - 04:50 PM,W,4072 Natural History Building,"Anderson, PDarcy, H",IB 434,Physical Principles in Biology,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/434.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14509,928149,928149,UNKNOWN,34689.0,Online,A,04:00 PM - 04:50 PM,W,,"Hauber, MPaige, K",IB 546,Topics in Ecology & Evolution,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/546.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14543,928183,928183,UNKNOWN,48866.0,Online Discussion,A,10:00 AM - 11:30 AM,MW,,"Ngumbi, E",IB 496,Special Courses,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/496.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14549,928189,928189,UNKNOWN,38723.0,Online,AE1,06:30 PM - 08:00 PM,TR,,"Hudson, R",IB 516,Ecosystem Biogeochemistry,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/516.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14603,928243,928243,UNKNOWN,65957.0,Online,A,ARRANGED -,,,"Bell, A",IB 536,Evolutionary Biology,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/536.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14607,928247,928247,UNKNOWN,39516.0,Laboratory,AL1,02:00 PM - 04:50 PM,T,4072 Natural History Building,"Davis, MLaserna Cowal, A",IB 464,Herpetology,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/464.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14619,928259,928259,UNKNOWN,54957.0,Online Discussion,A,04:00 PM - 05:50 PM,W,,"Arias, LRivera, M",IB 299,Undergraduate Special Course,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/299.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14625,928265,928265,UNKNOWN,45977.0,Laboratory,AL1,01:00 PM - 04:50 PM,W,4014 Natural History Building,"Beuchat, GDai, Q",IB 271,Organismal Biology,5,['AC'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/271.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14627,928267,928267,UNKNOWN,45125.0,Independent Study,,ARRANGED -,,,,IB 390,Undergraduate Research Experience,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/390.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14629,928269,928269,UNKNOWN,73225.0,Online,B,ARRANGED -,,,"Caceres, C",IB 499,Discussions in Integrative Biology,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/499.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14635,928275,928275,UNKNOWN,65956.0,Online,A,ARRANGED -,,,"O'Dwyer, A",IB 532,Sustainability & Global Change,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/532.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14637,928277,928277,UNKNOWN,39526.0,Online Lecture,1,01:00 PM - 01:50 PM,MWF,,"Calla, B",IB 504,Genomic Analysis of Insects,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/504.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14639,928279,928279,UNKNOWN,51368.0,Online Lecture Discussion,A,10:00 AM - 11:50 AM,MW,,"Caetano-Anolles, G",IB 505,Bioinformatics & Systems Biol,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/505.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14805,928445,928445,UNKNOWN,70223.0,Online Discussion,A,04:00 PM - 04:50 PM,T,,"Swanson, C",IB 292,Translating Your IB Degree Into Career Success,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/292.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14807,928447,928447,UNKNOWN,34683.0,Online,G1,12:00 PM - 12:50 PM,W,,"Long, SMcGrath, J",IB 513,Disc in Plant Physiology,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/513.html,2021,spring,IB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14828,928468,928468,UNKNOWN,67542.0,Online,A,ARRANGED -,,,"Carroll Curry, EFaivre, S",ESL 521,Written and Oral Business Communication,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/521.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14832,928472,928472,UNKNOWN,65402.0,Online,A,ARRANGED -,,,"Dold, CFaivre, S",ESL 111,Intro to Academic Writing I,3,['C'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/111.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14836,928476,928476,UNKNOWN,67549.0,Online Lecture,A,11:00 AM - 12:20 PM,TR,,"Faivre, SSims, L",ESL 592,Advanced Academic Writing,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/592.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14844,928484,928484,UNKNOWN,63051.0,Online Lecture,A,05:00 PM - 05:50 PM,TR,,"Faivre, SFranks, SPrentice, J",ESL 110,English Pronunciation & Oral Fluency,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/110.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14856,928496,928496,UNKNOWN,67538.0,Online,A,ARRANGED -,,,"Bowen, MFaivre, S",ESL 515,Introduction to Academic Writing,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/515.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14860,928500,928500,UNKNOWN,59118.0,Online Lecture,A1,ARRANGED -,,,"Dold, CFaivre, S",ESL 115,Principles of Academic Writing,4,['C'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/115.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14870,928510,928510,UNKNOWN,41980.0,Online Lecture,K,09:00 AM - 09:50 AM,MW,,"Faivre, SFranks, S",ESL 506,Oral Communication for ITAs,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/506.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14876,928516,928516,UNKNOWN,58006.0,Online Lecture,A,09:00 AM - 10:50 AM,F,,"Faivre, SFranks, SZalesov, S",ESL 508,Seminar for Intl TAs,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/508.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14885,928525,928525,UNKNOWN,67527.0,Online,B,ARRANGED -,,,"Faivre, SZalesov, S",ESL 511,Written and Oral Communication,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/511.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14889,928529,928529,UNKNOWN,33139.0,Online Lecture,A,09:00 AM - 09:50 AM,TR,,"Faivre, SFranks, SZhang, J",ESL 504,English Pronunciation for ITAs,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/504.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14892,928532,928532,UNKNOWN,60647.0,Online Lecture,A,ARRANGED -,,,"Carroll Curry, EFaivre, S",ESL 112,Intro to Academic Writing II,3,['C'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/112.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14921,928561,928561,UNKNOWN,67551.0,Online Lecture,A,11:00 AM - 12:20 PM,TR,,"Faivre, SRosado, C",ESL 593,Academic Presentation Skills,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/593.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14935,928575,928575,UNKNOWN,67543.0,Online,A,ARRANGED -,,,"Faivre, SPennell, J",ESL 522,Introduction to Business Writing,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ESL/522.html,2021,spring,ESL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14940,928580,928580,UNKNOWN,34124.0,Online Lecture,G,11:00 AM - 11:50 AM,MWF,,"Davies Brenier, LIvashkiv, R",RUSS 402,Fourth Year Russian II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/402.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14942,928582,928582,UNKNOWN,57886.0,Online Lecture,A,10:00 AM - 10:50 AM,MTWR,,"Ivashkiv, RJalilov, M",RUSS 202,Second-Year Russian II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/202.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14948,928588,928588,UNKNOWN,10348.0,Independent Study,,ARRANGED -,,,,RUSS 290,Readings in Russian,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/290.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14952,928592,928592,UNKNOWN,45833.0,Online Lecture,A,11:00 AM - 12:20 PM,TR,,"Ivashkiv, R",RUSS 502,Russian for Grad Students II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/502.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14954,928594,928594,UNKNOWN,34104.0,Online Lecture,C,11:00 AM - 11:50 AM,MWF,,"Davies Brenier, LIvashkiv, R",RUSS 302,Third Year Russian II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/302.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14959,928599,928599,UNKNOWN,54550.0,Online Lecture,A,01:00 PM - 02:20 PM,MW,,"Tempest, R",RUSS 512,Russian Literature 1855-1905,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/512.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14961,928601,928601,UNKNOWN,33723.0,Online Lecture,B,01:00 PM - 01:50 PM,MTWR,,"Goldsmith, JIvashkiv, R",RUSS 102,First-Year Russian II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/RUSS/102.html,2021,spring,RUSS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14973,928613,928613,UNKNOWN,70481.0,Online,IM1,ARRANGED -,,,"Flesher, J",MBA 590,Specialization Capstone,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MBA/590.html,2021,spring,MBA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
14991,928631,928631,UNKNOWN,70505.0,Online,IMB,ARRANGED -,,,"Watkins, R",MBA 591,Program Capstone,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MBA/591.html,2021,spring,MBA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15049,928689,928689,UNKNOWN,66426.0,Online,SAA,ARRANGED -,,,"Abney, K",LAS 291,Global Perspectives for Intercultural Learning,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAS/291.html,2021,spring,LAS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15101,928741,928741,UNKNOWN,73147.0,Online Discussion,OD8,08:00 PM - 08:50 PM,T,,"Brown, NYoun, J",LAS 100,Success in LAS for International Students,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAS/100.html,2021,spring,LAS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15105,928745,928745,UNKNOWN,35366.0,Study Abroad,A,ARRANGED -,,,,LAS 299,LAS Study Abroad,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAS/299.html,2021,spring,LAS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15131,928771,928771,UNKNOWN,67088.0,Online,SAA,ARRANGED -,,,"Abney, K",LAS 292,Global Perspectives in Cross-Cultural Contexts,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAS/292.html,2021,spring,LAS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15199,928839,928839,UNKNOWN,68042.0,Conference,A,ARRANGED -,,,"Rosenstock, B",REL 332,Interfaith Service and Theory,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/332.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15201,928841,928841,UNKNOWN,69092.0,Online Lecture,G4,12:30 PM - 01:50 PM,TR,,"Ebel, J",REL 439,Catholicism in the United States,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/439.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15207,928847,928847,UNKNOWN,70162.0,Online Lecture,A1,04:00 PM - 06:50 PM,T,,"Mayer, A",REL 567,Mahayana Buddhism,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/567.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15214,928854,928854,UNKNOWN,70408.0,Online Lecture,G4,11:00 AM - 01:50 PM,M,,"Erten, N",REL 403,Women in Muslim Societies,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/403.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15218,928858,928858,UNKNOWN,67014.0,Online Lecture,A,09:00 AM - 09:50 AM,MWF,,"Leon Ruiz, D",REL 112,Elementary Greek II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/112.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15220,928860,928860,UNKNOWN,72885.0,Online Lecture,G4,04:00 PM - 05:50 PM,W,,"Newman, A",REL 432,Approaches to the Study of Religion,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/432.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15224,928864,928864,UNKNOWN,72678.0,Online,AT3,03:00 PM - 04:50 PM,M,,"Tosato, A",REL 494,Topics in Religious Thought,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/REL/494.html,2021,spring,REL,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15229,928869,928869,UNKNOWN,64003.0,Online Lecture,G4,03:30 PM - 05:20 PM,TR,,"Kapoor, STanveer, A",ME 455,Micromanufacturing Process & Automation,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/455.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15325,928965,928965,UNKNOWN,33988.0,Online Discussion,R,11:00 AM - 12:20 PM,TR,,"Dong, R",ME 546,Analysis of Nonlinear Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/546.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15335,928975,928975,UNKNOWN,68598.0,Online Lecture,GR,01:00 PM - 01:50 PM,MWF,,"Panerai, F",ME 410,Intermediate Gas Dynamics,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/410.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15339,928979,928979,UNKNOWN,64150.0,Online,ONL,ARRANGED -,,,"Brewster, M",ME 404,Intermediate Thermodynamics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/404.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15361,929001,929001,UNKNOWN,37449.0,Lecture-Discussion,GR,10:00 AM - 11:50 AM,TR,3217 Everitt Laboratory,"Dunn, AHasan, M",ME 472,Introduction to Tribology,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/472.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15373,929013,929013,UNKNOWN,10541.0,Independent Study,,ARRANGED -,,,,ME 496,Honors Project,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/496.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15419,929059,929059,UNKNOWN,63288.0,Laboratory,AB1,10:00 AM - 11:50 AM,T,130B Optical Physics & Eng Bldg.,"Kang, H",ME 460,Industrial Control Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/460.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15559,929199,929199,UNKNOWN,52253.0,Laboratory,ABA,08:00 AM - 10:50 AM,F,213A Mechanical Engineering Bldg,"Das, P",ME 487,MEMS-NEMS Theory & Fabrication,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/487.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15683,929323,929323,UNKNOWN,65265.0,Online Lecture,AGD,ARRANGED -,,,"Stephani, K",ME 510,Advanced Gas Dynamics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/510.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15687,929327,929327,UNKNOWN,30053.0,Online Lecture,A,ARRANGED -,,,"Glumac, NWang, X",ME 501,Combustion Fundamentals,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/501.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15691,929331,929331,UNKNOWN,38952.0,Online Lecture,E,01:00 PM - 02:50 PM,TR,,"Smith, K",ME 520,Heat Conduction,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/520.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15697,929337,929337,UNKNOWN,37486.0,Online Lecture,C,03:00 PM - 04:50 PM,MW,,"He, JZhang, Y",ME 502,Thermal Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/502.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15739,929379,929379,UNKNOWN,52277.0,Online Lab,AB1,12:00 PM - 01:50 PM,F,,"Zhou, Q",ME 452,Num Control of Mfg Processes,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/452.html,2021,spring,ME,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15881,929521,929521,UNKNOWN,46969.0,Online Lecture,B,09:00 AM - 09:50 AM,MTWRF,,"Muramoto, K",JAPN 204,Intermediate Japanese II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/JAPN/204.html,2021,spring,JAPN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15885,929525,929525,UNKNOWN,34732.0,Online Lecture,B,09:00 AM - 09:50 AM,MTWRF,,"Huo, MMuramoto, K",JAPN 202,Elementary Japanese II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/JAPN/202.html,2021,spring,JAPN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15893,929533,929533,UNKNOWN,34750.0,Online Lecture,X,12:00 PM - 12:50 PM,MTWRF,,"Nagata, TSadler, M",JAPN 306,Advanced Japanese II,5,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/JAPN/306.html,2021,spring,JAPN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15897,929537,929537,UNKNOWN,38946.0,Online Lecture,C,09:00 AM - 10:20 AM,TR,,"Nozaki, CSadler, M",JAPN 441,Fourth Year Japanese II,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/JAPN/441.html,2021,spring,JAPN,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15904,929544,929544,UNKNOWN,70277.0,Independent Study,,ARRANGED -,,,,PLPA 395,Undergrad Research or Thesis,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PLPA/395.html,2021,spring,PLPA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
15906,929546,929546,UNKNOWN,70286.0,Online Lecture Discussion,A,09:30 AM - 10:50 AM,TR,,"Lambert, KMideros Mora, SSchroeder, NZhao, Y",PLPA 403,Advanced Plant Pathology,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PLPA/403.html,2021,spring,PLPA,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16044,929684,929684,UNKNOWN,48495.0,Online,FN,02:00 PM - 03:20 PM,TR,,"Ngo, F",AAS 299,Begin Topics Asian Am Studies,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AAS/299.html,2021,spring,AAS,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16054,929694,929694,UNKNOWN,58490.0,Lecture-Discussion,A,09:30 AM - 10:50 AM,TR,,"Mahoney, M",CB 514,Neurotoxicology,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/514.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16062,929702,929702,UNKNOWN,55184.0,Discussion/Recitation,1,12:00 PM - 12:50 PM,R,3526 Vet Med Basic Sciences Bldg,"Mahoney, M",CB 591,Biosciences Seminar Series,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/591.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16066,929706,929706,UNKNOWN,63722.0,Independent Study,,ARRANGED -,,,,CB 290,Independent Research,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/290.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16068,929708,929708,UNKNOWN,54863.0,Lecture-Discussion,A,12:00 PM - 12:50 PM,F,3526 Vet Med Basic Sciences Bldg,"Flaws, JJuraska, JLane, S",CB 596,Interdisciplinary Tox Sem,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/596.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16070,929710,929710,UNKNOWN,55178.0,Online Lecture Discussion,E,04:00 PM - 04:50 PM,MW,,"Sander, W",CB 540,Wildlife Ecosystem Health,1;2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/540.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
16074,929714,929714,UNKNOWN,62080.0,Lecture-Discussion,A,09:00 AM - 10:20 AM,WF,,"Flaws, J",CB 554,Systems Toxicology,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CB/554.html,2021,spring,CB,2021-sp,,,,,,,,,,,,,,,,,,,,,,,
